date,AGG,BKLN,BND,EFA,EMLC,GLD,IVV,IWM,LQD,PGX,QQQ,RSP,SCHB,SCHD,SCHF,SCHX,SPY,VEA,VOO,VTI,VWO,XLE,XLF,XLK
2015-01-05,0.0021733224667208617,-0.002501042100875317,0.0029038112522685733,-0.023605150214592308,-0.00618458610846806,0.015077138849929783,-0.01755908673148543,-0.013369208778272967,0.004089126262204701,-0.0020338983050847137,-0.014668739071303616,-0.019867549668874163,-0.01708199356913198,-0.01406681738256721,-0.022222222222222254,-0.016931864545083664,-0.01805963189697868,-0.022287078800742766,-0.01756894997712044,-0.017182779456193398,-0.015925176946410602,-0.04136803721865967,-0.021027092600080843,-0.015265325902592775
2015-01-06,0.0025300442757747454,-0.0029251984956122357,0.002895403546869346,-0.011327134404057526,0.0014360938247965915,0.011398963730570033,-0.00901038852730729,-0.01730015340037494,0.004072473404255428,0.0006793478260869179,-0.013408261855466952,-0.010836308006119233,-0.00981394397873625,-0.00611464968152875,-0.011008522727272707,-0.008923013073251718,-0.0094189470553242,-0.011126187245590335,-0.009833054189853585,-0.009798270893371708,-0.0048805548420240985,-0.014690451206715527,-0.015282940933498468,-0.012057086614173262
2015-01-07,-0.00018026137899951333,-0.0004191114836545884,0.00060146758089763,0.011114911080711387,0.0071701720841299554,-0.005891393442622905,0.012371391662940212,0.012314630127482351,0.001324393676020108,0.0027155465037338455,0.01289097631657854,0.011986080680499889,0.011769564319636494,0.011791848244040004,0.009335727109515135,0.011934673366834181,0.012461164424924176,0.010702524698134042,0.012495225623397221,0.011932479627473791,0.022973670624677256,0.0021299254526090383,0.010486577181207934,0.008468244084682608
2015-01-08,-0.001532497971693858,0.002096436058700135,-0.0015628756912720032,0.013529511246406223,0.004271476032273291,-0.0042085373185606345,0.01786415478328207,0.01696222050886642,-0.003223939819790078,0.0006770480704130222,0.019139700078926625,0.017575140091696584,0.017755102040816206,0.018495059538890413,0.013162575595873305,0.017794330643492673,0.017744995304236122,0.015204995927233345,0.01756849536538052,0.01763972773463718,0.016906384052485457,0.02244952178533466,0.014943960149439661,0.0219807359841937
2015-01-09,0.0024377031419284823,0.0008368200836821327,0.0016857314870559748,-0.004838978808610062,0.0051984877126654006,0.011385199240986799,-0.008437801756885355,-0.009603234773818525,0.002653839774423572,0.0,-0.006582768635043479,-0.008135168961201589,-0.008020854220974538,-0.007711442786069611,-0.004564606741572996,-0.008131734092295173,-0.00801355065631626,-0.004814121422840323,-0.008420770658787768,-0.00829015544041456,-0.004962779156327479,-0.00792516564895418,-0.013496932515337234,-0.003141614306428342
2015-01-12,0.0008105917319642941,-0.0004180602006689238,0.0013222743118164182,-0.0023474178403756207,-0.0032910202162670377,0.011086474501108556,-0.007585655608347008,-0.0033171727481499103,0.001902398676592032,-0.0006765899864681346,-0.010426817384525555,-0.009968454258675208,-0.00772185162724881,-0.005515166708448205,-0.0038800705467373353,-0.00799344127895052,-0.007833586291309702,-0.0010749798441278546,-0.007424023927789292,-0.007124536905101175,-0.008977556109725726,-0.028810895756940846,-0.008291873963515717,-0.011636363636363556
2015-01-13,0.00026997840172793275,0.0012547051442910462,0.0009603841536613977,0.005042016806722671,-0.0037735849056602655,-0.003373819163292935,-0.0025968935273653626,0.0007680491551458335,0.0009081152480805432,0.0,-0.0002954209748892156,-0.002549069589599662,-0.001792698826597161,-0.0022687169145451103,0.005311614730878267,-0.002272727272727204,-0.0028126821027723015,0.004842615012106588,-0.0026366229014206377,-0.0022962112514350874,0.007045797684952282,-0.007955771305285908,-0.0033444816053512794,-0.0007358351729213064
2015-01-14,0.0024291497975708065,-0.00041771094402676123,0.0022787239146078164,-0.002842809364548393,0.007575757575757569,-0.0016079891672308166,-0.006042444488111531,-0.004007845143685462,0.0017321016166282899,0.0,-0.005516154452324673,-0.0052389470994123055,-0.005714285714285783,-0.004800404244567957,-0.0035223670306446797,-0.005798301925864613,-0.006037212984956408,-0.0026773761713521083,-0.0058808737048355875,-0.005466052934407384,-0.0037481259370316655,0.003126274296588294,-0.014261744966442946,-0.0056455571919490355
2015-01-15,0.0045772751750134955,-0.005850396991224471,0.004427426109848032,0.006372631225892933,-0.00469924812030087,0.025175892175977044,-0.009390648939850754,-0.016866438356164415,0.005187319884726094,-0.0060934326337169775,-0.012975435816164671,-0.009248554913294793,-0.010262725779967008,-0.0038080731150038627,0.0042417815482502785,-0.00920641533013955,-0.009161107238872868,0.0056375838926174815,-0.009334636347261283,-0.010124385305177896,0.003009781790820343,-0.012737127371273638,-0.012340425531914945,-0.012836336706985807
2015-01-16,-0.0038416867685161504,0.004623791509037467,-0.0029783178460804915,0.012997833694384342,0.004249291784702569,0.013064329419546938,0.012822482304170046,0.016284942959156945,-0.005570117955439047,0.0034059945504087974,0.011741093828399274,0.013743031245948334,0.013272501036913908,0.013506625891947177,0.012319605772615372,0.013076017490750047,0.013114768925117426,0.010945008008542256,0.012380903494078277,0.013246639392168413,0.010002500625156285,0.0325281361515235,0.012063765618268052,0.009752438109527306
2015-01-20,0.001704035874439347,0.00041841004184117736,-0.0010753972995579675,0.0034545155453200582,0.0,0.013712047012732764,0.0024630541871921707,-0.0041988003427593235,0.0023064250411861664,0.0,0.007934933544931688,0.0005115743701240572,0.0014326647564470996,0.001005783253708925,0.0031293463143253764,0.0016600954554886194,0.002107771660963209,0.0044890414576181925,0.0024891233766233256,0.0014429931195856227,-0.0034662045060658286,0.00119633125083074,-0.004257130693912425,0.008420009905893977
2015-01-21,-0.0017906706061420197,0.0004182350480970154,-0.00191387559808609,0.007868852459016251,-0.0018805829807240215,0.00024154589371971902,0.004914004914004844,-0.0031838912313914003,-0.00041091387245240085,0.0006788866259335169,0.005117102932493456,0.006902722740636413,0.004700592683425375,0.0042702838482790995,0.0072790294627382846,0.005179200331469014,0.005072925939616724,0.007360672975814886,0.005235938963399578,0.004511855620620064,0.022360248447204967,0.020313329792883694,0.002565198802907176,0.0017190569744598427
2015-01-22,-0.0005381648578346443,0.002090301003344397,0.00023969319271333056,0.003741054001301203,0.00612341026848795,0.008049585446349594,0.014669926650366705,0.02037292817679548,-0.0004932993504892513,0.0013568521031206426,0.018504014098296384,0.013964707375904606,0.01525630593978855,0.011755877938969483,0.004129387474191448,0.014839241549876148,0.014871036044908248,0.0036534446764091566,0.015303656768512086,0.015194954128440408,0.0211421628189552,0.0046844502277163524,0.024733475479744138,0.01642559450845793
2015-01-23,0.002512788297585722,0.0020859407592823676,0.0032350826743350325,-0.005671690163668752,0.0037453183520599342,-0.007985307035055511,-0.00534939759036146,-0.0006768189509306355,0.00584025664226373,0.0013550135501354532,0.002210900701720586,-0.005383748591461179,-0.00440793428170716,-0.012608158220024812,-0.0058259081562713755,-0.005077173030056836,-0.005482823605879483,-0.005980239209568472,-0.005500370213666339,-0.0045184975995481436,-0.008567348881485137,-0.007123429607563736,-0.010819808572617662,-0.00024119633381569638
2015-01-26,-0.00044758750335682773,0.00041631973355538143,-0.0011943150603129782,0.01368970013037818,-0.0004664179104478805,-0.009981485953473479,0.002664857793497788,0.009651202167287432,-0.0002453385672227526,0.002029769959404737,-0.0011509687320161444,0.004909365558912304,0.003823706983296704,0.0010015022533800266,0.01206480523957243,0.0030618493570113703,0.0023418061179685257,0.01334030865812208,0.0019677197387641954,0.0041607565011820835,0.001200192030724967,0.014349073832507386,0.005048380311316825,-0.0041013268998794095
2015-01-27,-0.0005373455131649774,-0.0012484394506866447,0.0005978715771852716,0.0014469453376204644,0.0018665422305179646,0.011464346694853411,-0.013433845559099211,-0.004779473419419866,0.0007361963190184451,0.0006752194463199857,-0.025926637219128135,-0.008017036201929062,-0.01122694466720131,-0.015257628814407176,0.0017029972752042877,-0.012210012210012167,-0.013190508639571608,0.0007743933918431534,-0.013109229871025918,-0.011677182408889708,-0.005274514504914896,-0.0006430041152264421,-0.01088321473419851,-0.028827519379844957
2015-01-28,0.004211469534050272,-0.0016666666666665941,0.0035850860420649777,-0.014930165355594771,-0.006986492780624021,-0.007877813504823195,-0.012931034482758563,-0.01685061926025777,0.006784371423900648,0.0013495276653170407,-0.005126182965299653,-0.015279707033716283,-0.013381995133820102,-0.012954025908051836,-0.014620877252635167,-0.012978986402966686,-0.012824355685885691,-0.013154500902760047,-0.013176717296415119,-0.013530252501191109,-0.01181007471679929,-0.03937717153519482,-0.018197206940330002,-0.0017460713394861216
2015-01-29,-0.0008030695101275409,0.0025041736227044975,-0.001071683734222506,0.01368970013037818,-0.002345215759849917,-0.021552422621941347,0.009577213179833066,0.013797240551889578,-0.002354469432491735,0.0,0.009611573523583106,0.009233136701718436,0.008220304151253854,0.009778692743180661,0.01207729468599017,0.00814026299311199,0.009244528829819076,0.013591217982226844,0.009700746106014124,0.009562445667922193,0.0009756097560975618,0.0033489618218351946,0.008189655172413879,0.00949525237381299
2015-01-30,0.0035720664404357283,-0.002081598667776907,0.00548337108117769,-0.01575562700964639,-0.004231311706629048,0.02227558794302742,-0.012681248463995987,-0.0219780219780219,0.00821940104166674,0.0013477088948787852,-0.007753459613308533,-0.012554002541296017,-0.012637586628618247,-0.016055045871559703,-0.013637913399249912,-0.01159420289855051,-0.012575857640618193,-0.01624548736462106,-0.012306309710152785,-0.013585916570991174,-0.02680311890838205,0.008678237650200149,-0.01624625908507904,-0.012376237623762387
2015-02-02,-0.0016017084890549427,0.0020859407592823676,-0.0032009484291641854,0.012087553087226421,0.0009442870632672129,-0.00834345889023902,0.012147159854632328,0.009161624891961928,-0.0017757688271854422,-0.0006729475100941684,0.00870425321463908,0.010783405394276135,0.01135425268373269,0.013986013986013957,0.013135153819564538,0.011520737327189057,0.012384056154424616,0.013106159895150737,0.011475981666977386,0.01125121241513094,0.017776664997496194,0.030575777630708068,0.016079965232507654,0.010275689223057771
2015-02-03,-0.0038324420677362525,0.0016652789342215257,-0.0030922930542340854,0.01597805035506772,0.004245283018867951,-0.011190981865708216,0.014214745954453711,0.01789996574169228,-0.008086035416835169,0.002020202020202033,0.009609727397528856,0.020496499045194128,0.014901000204123216,0.015581098339719102,0.014670760832480312,0.01447504659349752,0.014461172741679906,0.014230271668822958,0.014587443946188161,0.015346249760214814,0.0177121771217712,0.027356794246082616,0.01668092386655262,0.011411560406846988
2015-02-04,0.0015209805851301716,-0.0037406483790524137,0.0003579098067287845,-0.008260524225575883,-0.011742602160638826,0.004378356051218502,-0.0035402521823472144,-0.0037021455616322863,0.0013858319067416858,-0.0013440860215054862,-0.0008741258741257196,-0.0056137724550898715,-0.00341914722445702,-0.0025150905432596016,-0.008069939475453869,-0.004266263855150942,-0.003807850029291182,-0.0071428571428571175,-0.0034080623786176822,-0.003495182316266776,-0.006768189509306133,-0.016502062757844604,-0.0025241901556583013,0.0019622271277899284
2015-02-05,-0.002054672145792469,0.003754693366708306,-0.0021466905187834673,0.013775428479897434,0.005703422053231932,0.0017272577726601401,0.01046381466880808,0.012921205979224748,-0.003174861608596591,0.0,0.008651696315738366,0.011792748714088752,0.010696266397578258,0.009833585476550777,0.012542372881356068,0.011275112751127248,0.01009507007742827,0.010534429599177608,0.010152338239505232,0.010996302967106075,0.007544414699440116,0.014363798144146456,0.010122311261071104,0.009302325581395321
2015-02-06,-0.00581863754363976,-0.0016625103906898753,-0.006453926138400901,-0.01248222468004423,-0.00992438563327036,-0.02586419246243543,-0.0032270494172045305,-0.0010838752709687594,-0.010453246222948187,-0.0013458950201884479,-0.006071703932151173,-0.0042157470551766885,-0.0031948881789135575,-0.0012484394506865337,-0.012721794442584589,-0.0030407459963509575,-0.002765379390646139,-0.011950165268242996,-0.002803491139910075,-0.003000468823253666,-0.01642512077294689,0.0002506265664159457,0.007933194154488676,-0.0031530439000726496
2015-02-09,-0.00018008283810544423,0.0012489592006661443,-0.00036088054853844476,-0.0047999999999999154,-0.003341288782816254,0.004467296021577916,-0.00430055568978005,-0.007929221267006126,0.0006602294297268774,0.0,-0.0031998448560069948,-0.003486489851824204,-0.0042067307692308376,-0.004749999999999921,-0.004069175991861518,-0.004270028466856424,-0.004475796643152563,-0.0046320123520329215,-0.004561850201570183,-0.00498448227217152,-0.0012278978388997608,0.0010022550739163805,-0.004971002485501308,-0.0014598540145985828
2015-02-10,-0.0010806916426513435,0.0004158004158003603,-0.0018050541516244634,0.009163987138263607,-0.009578544061302652,-0.005873961567508634,0.010822042123653342,0.006394077065455139,-0.002721649484536015,-0.0006738544474393926,0.015564202334630517,0.009746345120579702,0.010058338362502584,0.010298919869379475,0.007150153217568844,0.010618746171125126,0.010653374383032821,0.008531540847983354,0.010657572205051702,0.010207939508506625,-0.0017211703958691649,-0.0005006257822278704,0.007910074937552025,0.014863547758284579
2015-02-11,-0.00045077533357373856,0.0004156275976725521,0.0,-0.005416600286761275,-0.010638297872340385,-0.011817337722630272,0.0004801478938090131,-0.001421167028924919,0.0006615944426067166,0.0020229265003370855,0.0036398467432949833,-0.0009899764880584305,0.00039832702648867624,0.0,-0.0040567951318457585,0.0004041220448576244,0.0005801943813161792,-0.005383235067931369,0.0006853843720340258,0.00046781437125753556,-0.004433497536945774,-0.007012271475081433,0.0,0.003841536614646035
2015-02-12,0.00018039144944514973,0.0012463647694225255,0.0004822182037371725,0.015537401890116875,0.009775171065493637,0.0023063124626292453,0.009309467824751838,0.011385516952699959,0.0025619834710743916,0.0013458950201885589,0.011643443405229936,0.010652793261488824,0.009954210631097027,0.007956240676280535,0.014935505770536261,0.009089072914562735,0.009616827411048412,0.015463917525773141,0.009273460628771879,0.009632469840082258,0.023255813953488413,0.013114754098360715,0.009913258983890838,0.013633102128677299
